"Depth","Cl","Ca","Fe","Cu","Br","Sr","S","K"
32.2,0.946689165281823,1.88138098252687,-0.128974190400742,-1.43000389986594,0.0868125226877596,2.12589346128024,-1.88474005698089,-1.59705798452911
32.3,0.878760829274398,2.38851468405548,0.0496395896562312,-2.4980679613708,-0.246776162764304,2.08689951729977,-0.934092423013456,-1.72487807313732
32.4,0.789628604641544,2.47570822242748,-0.20742348387707,-1.66137649347078,-0.342290882044335,1.88651526734218,-0.978279648764331,-1.9624815862547
32.5,0.80079770560037,2.42885317705054,0.0700392542946415,-2.03409489997557,-0.311328302234462,2.03371010701192,-1.11210614698677,-1.87587089476067
32.6,0.803951397536694,2.24478663808371,-0.0977168154699186,-1.73994455072701,-0.235867153950736,2.19065484027407,-1.1923049538383,-1.97355940190852
32.7,0.924357142266346,2.13165773668496,-0.238158948381244,-1.3782279507277,-0.160070511409807,2.24293332933129,-1.71470018734891,-1.80779061041492
32.8,0.973909812907968,1.78152767101131,-0.0982692186919857,-1.64452822950455,0.228842575169663,2.42571878113849,-1.98100046612577,-1.68620092590512
32.9,1.00726546850389,1.52664940652161,-0.298096561702754,-1.1212968705109,0.0743076841445222,2.12497792854542,-1.78704507688273,-1.52676197861906
33,0.911166090885514,1.72617295359561,-0.559469418668127,-0.876923649453578,0.0327518433018574,2.33400862084711,-1.47576015054228,-2.0919462899661
33.1,0.954433387866433,1.75730131235718,-0.457394275258623,-0.869779826211361,-0.0180276154747769,2.29164342390875,-1.72055595097489,-1.93762045621272
33.2,0.938423017889225,2.46534379548424,-0.501737660431958,-1.91119908083338,-0.264947195276566,2.40336810427526,-1.21805190027344,-1.91119908083338
33.3,1.00199144633547,2.08735148698966,-0.550639175857797,-1.75959952169477,-0.190983603780927,2.25813393815549,-1.42312728507356,-1.42312728507356
33.4,0.935626779179675,1.9250801546355,-0.494117698866741,-1.49264652897787,-0.0208299944198152,2.16954054648861,-1.47494695187847,-1.5477063061609
33.5,0.671043011541681,2.55069041696547,-0.732463478459331,-1.87363538154624,-0.350418644559265,2.12136915279962,-0.691641483939076,-1.69494359280286
33.6,0.841179001190698,2.41876019160382,-0.867381524182383,-1.34243992408974,-0.590259211945604,2.4705090704434,-1.02153220400964,-1.90883539901054
33.7,0.738837099669546,2.7483635474557,-0.815712547459145,-1.57947729523304,-0.868202730080541,1.87205763968873,-0.236803556589043,-1.8590621574522
33.9,0.401009828466201,2.84747405096568,-0.821792840433292,-2.28537887585483,-0.349725226966705,2.87797750525909,-0.517716958205835,-2.15184748323031
34.6,0.554000693510109,2.65122865930838,-0.947604514120776,-1.83649627180682,-0.456981597672305,2.39368558097108,-0.436778890354786,-1.92105365983488
34.7,0.927259335465634,2.63320064356199,-1.1317543835241,-1.74034417605599,0.217082415060886,2.4155784483853,-0.367655466991875,-2.95336681590184
34.8,1.10272041649404,2.78557145449918,-1.03168916626296,-2.43177684951519,-0.0910399905567634,2.59538774653228,-0.551463982945685,-2.37770962824491
34.9,0.790774984603939,2.69000422992169,-0.883201448967733,-2.12699574748034,-0.304464619585532,2.22770786498211,-0.562293728887631,-1.8315315345865
35,0.729589268773465,2.46448887618648,-0.979397914170727,-1.60917548079808,-0.25406404711488,2.12598472587986,-0.696399691031372,-1.78102573772474
35.1,0.77971375507893,2.72039650069909,-1.16985270517949,-1.50120984113394,-0.2638713429642,2.24492722824853,-0.32806450060326,-2.48203909414566
35.2,0.596438531757802,2.58659338261087,-0.789855829362088,-1.77068508237381,-0.294143843406146,2.54234868081312,-0.789855829362088,-2.08084001067765
36.2,0.566272898680128,2.38725359059193,-0.330275354464826,-1.55706283655693,-0.330275354464826,2.63801617293421,-1.28879884996225,-2.08513026675743
36.3,0.787020539659904,1.97863224716227,-0.587063657553055,-1.46059253008913,0.0614110829552974,3.08492639742,-1.53291319166875,-2.33142088788653
36.4,0.911690419838846,2.31273741943378,-0.551819791948428,-1.84197029251542,0.118124491531854,3.11432613848099,-1.91096316400237,-2.15212522081926
36.5,0.715933309219996,2.60404019514653,-0.68415437403223,-1.81666821437602,-0.40064767299093,2.49644251629219,-0.866475930826185,-2.04846982843335
36.6,0.634872580010895,2.52036054869428,-0.641987940063534,-1.76529284132201,-0.261215444545741,2.76811277843677,-1.32703791039086,-1.92781177081979
36.7,0.713209828349909,2.65461312283619,-0.705067578623032,-2.01440089860679,-0.128454214319039,2.71658581160651,-1.48159636812203,-1.75488970312171
36.8,0.719079686577961,2.59794903070264,-0.713171975627058,-1.63941303835438,-0.210298680051562,2.82073137558345,-1.80193196785216,-1.7729444309789
36.9,0.828904256398274,2.43705654619976,-1.09791729609452,-1.15854191791095,-0.261179195922316,2.77664814679873,-1.79106447665446,-1.73390606281451
37,0.88653880603542,2.40985795958789,-0.711180222285467,-1.32055751977995,0.113676303629056,2.92997645895925,-2.57332048827532,-1.73499129787088
37.1,0.723712168386411,2.74252908824981,-0.478861055585102,-2.00771848135986,-0.133437988443804,2.69246858629289,-1.68050557015145,-1.8581867473889
37.2,0.379611262625067,2.6781107677406,0.268511850298222,-1.91442676979052,-0.0742149171765189,2.20131836358395,-1.48790825248452,-2.05100230479627
37.3,0.463251858835016,2.47892678215586,0.99092321021065,-1.85489775070014,-0.106550774407399,2.14707349139094,-1.91552237251658,-2.20320444496836
37.4,0.518425337984396,2.8759925653958,0.243888994745117,-1.60942836748237,-0.172833267887681,2.71858615904093,-2.25605553240742,-2.31857588938876
37.5,0.552405546762441,2.92771605949864,0.0279477742063927,-1.70665328118171,-0.577643515329233,2.96409655045236,-2.22990142494626,-1.95796770946262
37.6,0.667162996887461,2.99660201581936,-0.114462912356063,-2.10542572535232,-0.145785383485105,3.10617347634717,-2.04290536837099,-2.36135909948952
37.7,0.74817526369631,2.81098030155672,-0.412740908307955,-1.42255769819293,-0.363950744138523,2.97213349932227,-2.02217882074206,-2.30986089319384
37.8,0.758162700932389,3.07990379979692,-0.53382098071626,-1.72454855829218,-0.0588298099594855,2.79322740230957,-2.41769573885212,-1.89639881521883
37.9,0.700972334474671,2.92111198671412,-0.397639954193438,-1.05733920068584,0.191657285014047,2.63973030739814,-2.55485919691596,-2.44363356180573
38,0.589752714848417,2.36239974171045,0.337801749308589,-1.11055092562958,0.238472040693074,2.09457222668658,-2.52153789933985,-1.99090964827768
38.1,0.754131028894484,2.39089084974102,0.0950211681185003,-1.0478639442276,0.46032023450133,2.25071264951785,-2.55194134100387,-2.35127064554172
38.2,0.806856951031793,2.3739861956337,0.0703378383183198,-1.51112622207337,0.300548556855622,2.57165751774765,-2.93251190300454,-1.67974893450917
38.3,0.974922058798409,2.11755596550216,0.420116640915884,-1.24784861096551,0.257749698651474,2.69333412785951,-3.34108347477768,-1.87474640598425
40.2,1.00819239193521,2.88752111822316,-0.792535747275602,-1.43303919435013,0.231275328309809,3.26790726327082,-3.01715929879994,-2.15216186131333
40.3,0.738972107372778,2.54707243042183,-0.691983024574534,-1.36608201016378,-0.0231679446741192,2.99713678526703,-2.50316057965969,-1.69878776398952
40.4,1.01085273828759,2.73663896590241,-0.551332289295969,-1.45805357015397,0.263862325706818,3.21899421138966,-3.11628164675751,-2.10468073507903
40.5,1.05833948925913,2.75026141164914,-0.829478102964436,-1.37377965592682,0.089278721404913,3.2002730669302,-3.43216778840882,-1.46272714194331
40.6,1.17457028823314,3.06478919192096,-0.518168421794057,-1.28464687543955,0.400140474236336,3.36454019596531,-4.4201410913687,-1.78108376175344
40.7,0.903741210087577,2.79923463383409,-0.646310052665012,-2.1777864236294,0.197119330944272,3.11948873334019,-2.79089089651581,-1.40459653539592
40.8,0.945827745318169,3.23969570901749,-0.773172369627457,-1.68946310150161,0.102296367726443,2.98827251414957,-3.24760771954816,-1.56584914553444
40.9,1.07496980898549,3.44352171654956,-0.547020569519729,-1.16907182839594,0.297265240397483,3.23092954331579,-4.40775028056032,-1.92284363077232
41,0.724201039234438,3.28670540770291,-0.759673650224317,-1.43301820348808,-0.229045399162147,3.04920859628432,-2.79989447875087,-1.83848331159625
41.1,0.937895953210153,3.70107220848736,-0.49890310314641,-2.0729390885296,-0.333235981257593,3.2107059464821,-3.26252315540343,-1.68207277984258
41.2,0.91294368010036,3.48594252762558,-0.431103810934793,-1.49437673315759,-0.223914187562825,2.94827452333272,-2.96768247126711,-2.23008352813634
41.3,1.08527603004811,3.285474034589,-0.269688480930866,-2.59859088224228,0.0114789104997216,2.87675628665394,-2.82173443355649,-1.56897146506113
41.4,1.2223708135899,3.10876468907723,0.0321040751683306,-1.69380882826214,0.281088857666428,2.82638000440478,-4.52702217231835,-1.24987743932618
