"PC1","PC2","Depth","Facies"
-0.628429509969111,1.16259747491377,0,"ZC3A"
-0.0618602592816673,1.27449042940142,0.100000000000001,"ZC3A"
0.262215872055009,1.31462578932525,0.200000000000001,"ZC3A"
0.594105841225381,0.954992715393558,0.300000000000001,"ZC3A"
0.430695657327252,1.33627142149242,0.4,"ZC3A"
0.717505209445145,0.584079793739619,0.5,"ZC3A"
0.942650449571469,0.965425690396113,0.600000000000001,"ZC3A"
0.704018992288029,1.76445926302397,0.700000000000001,"ZC3A"
0.657434973448725,1.07497493794507,0.800000000000001,"ZC3A"
0.70132199808181,1.10983529164167,0.9,"ZC3A"
-0.0330331219378335,4.02148887222645,1,"ZC3A"
0.806478480254947,1.58210514846729,1.1,"ZC3A"
-0.0121140302546965,1.73107323486063,1.2,"ZC3A"
0.0992055370979718,0.836318651768715,1.3,"ZC3A"
0.433112899488541,0.718816021647334,1.4,"ZC3A"
0.870535473331155,0.45983012527581,1.5,"ZC3A"
1.39466564640292,0.718733457855275,1.6,"ZC3A"
0.7805809481722,0.843673251991515,1.7,"ZC3A"
0.349428870554946,0.792656575489896,1.8,"ZC3A"
0.633260189219894,1.62690614827251,1.9,"ZC3A"
0.913998651898731,0.658723509227593,2,"ZC3A"
1.33930794154691,-0.474335308737165,2.1,"ZC3A"
0.767600793259488,-0.00937166740939429,2.2,"ZC3A"
1.15209544178789,-0.1193376180957,2.3,"ZC3A"
0.827189893312245,0.126065673744373,2.4,"ZC3A"
0.643051183553603,0.175118284253293,2.5,"ZC3A"
0.796246973063819,0.0451630090354746,2.6,"ZC3A"
1.00896197877603,0.66259119371389,2.7,"ZC3A"
0.891859299752479,-0.444621861433417,2.8,"ZC3A"
0.840145429898072,-0.572542480532959,2.9,"ZC3A"
0.949433381654013,-0.113503281778192,3,"ZC3A"
0.691902141813407,0.241471586312548,3.1,"ZC3A"
0.956935638441982,0.0304027735774373,3.2,"ZC3A"
1.25228398192731,0.161840554961607,3.3,"ZC3A"
0.983480372240735,-0.505147172660585,3.4,"ZC3A"
0.626633841710573,-0.5475423612916,3.5,"ZC3A"
1.20936524975129,-0.635884424696296,3.6,"ZC3A"
1.05622479376433,-0.752723168313129,3.7,"ZC3A"
0.776261246506811,-0.541942803864378,3.8,"ZC3A"
0.84327463653187,-0.554601253489461,3.9,"ZC3A"
0.599785677388771,-0.0779208971146402,4,"ZC3A"
0.76812362311418,-0.488236581833029,4.1,"ZC3A"
0.586064251793004,-0.223918309324777,4.2,"ZC3A"
0.895820812203004,-0.724205622744516,4.3,"ZC3A"
0.460147065789827,-0.0238205928327038,4.4,"ZC3A"
0.756046437517481,-0.184211649329706,4.5,"ZC3A"
0.898319299556489,-0.0361932379442999,4.6,"ZC3A"
0.951618452267253,-0.62184067286444,4.7,"ZC3A"
0.586106004738766,-0.176364497417717,4.8,"ZC3A"
0.367114754066275,-0.0412041347016131,4.9,"ZC3A"
0.254254005274608,0.00180506213022646,5,"ZC3A"
0.818965143078958,-0.229043194945366,5.1,"ZC3A"
0.803818772065872,-0.797747732931717,5.2,"ZC3A"
0.52657083490844,-0.158482875265607,5.3,"ZC3A"
0.491602110355266,0.302963991953186,5.4,"ZC3A"
0.529663603112981,0.159402641391763,5.5,"ZC3A"
0.913573139772835,-0.138552510816471,5.6,"ZC3A"
1.29614493746532,-0.22640745396882,5.7,"ZC3A"
0.781559582431835,0.360421354238314,5.8,"ZC3A"
1.20974346574101,-0.327132506600278,5.9,"ZC3A"
0.629520230853644,0.113899321780296,6,"ZC3A"
0.619942403618818,0.601605610386081,6.1,"ZC3A"
0.872462933809378,-0.483600169294519,6.2,"ZC3A"
0.927837570999693,-1.01379141562058,6.3,"ZC3A"
0.638065577720402,-0.259157550167657,6.4,"ZC3A"
1.1240923129584,-0.221923260982242,6.5,"ZC3A"
0.857995512039661,-0.219391956046157,6.6,"ZC3A"
1.18442284555447,-0.276701670751024,6.7,"ZC3A"
1.26282245246348,-0.695536171614734,6.8,"ZC3A"
0.726719872980879,0.114140211175774,6.9,"ZC3A"
1.05144902219407,0.259844622418073,7,"ZC3A"
0.782357824047071,-0.140355816165453,7.1,"ZC3A"
1.11246034799122,-0.558665594245432,7.2,"ZC3A"
0.705616710146012,-0.603033323133653,7.3,"ZC3A"
1.28739622987395,-1.03845319080172,7.4,"ZC3A"
0.518948085458291,-0.641486847143336,7.5,"ZC3A"
0.675315973731571,-1.12687392409677,7.6,"ZC3A"
0.304098880702792,0.091225507791407,7.7,"ZC3A"
0.499845242520811,0.377664738853063,7.8,"ZC3A"
-0.0531590630590595,1.19566275176241,7.9,"ZC3A"
-0.510333710214203,2.54461879785614,8,"ZC3A"
0.632713315148548,-0.301434303551945,8.1,"ZC3A"
0.396037323606693,-0.46780459786537,8.2,"ZC3A"
-0.335727864678573,0.411707979703496,8.3,"ZC3A"
0.196604715688691,-0.0932988620706586,8.4,"ZC3A"
-0.082386535672068,0.19918874229162,8.5,"ZC3A"
0.960790564726303,-0.587431958068381,8.6,"ZC3A"
0.834793462774307,-0.98957005328884,8.7,"ZC3A"
0.755023477270521,-0.144328745070563,8.8,"ZC3A"
0.240714149018349,-0.454117997924209,8.9,"ZC3A"
0.310395540824396,-0.352208666081136,9,"ZC3A"
0.231199118826891,-0.441914354925821,9.1,"ZC3A"
0.895050304439955,-0.941880041237118,9.2,"ZC3A"
1.07849929777742,-0.676919320134883,9.3,"ZC3A"
1.22443205172466,-0.749734460658108,9.4,"ZC3A"
1.14670424452858,-0.160851346756774,9.5,"ZC3A"
1.09842975706365,-0.196536468877807,9.6,"ZC3A"
1.21736429942565,-0.593523576422808,9.7,"ZC3A"
1.44473769898408,-0.510405996394326,9.8,"ZC3A"
1.11094862870573,-0.463397201311865,9.9,"ZC3A"
1.30160940172103,-0.0924536810365779,10,"ZC3A"
1.24142205158199,-0.499702961197793,10.1,"ZC3A"
1.26549892044612,-0.384051930621021,10.2,"ZC3A"
1.10137844269069,-0.393716944300387,10.3,"ZC3A"
1.23683657093609,-0.481666000387054,10.4,"ZC3A"
1.46550465591746,-1.10775121128834,10.5,"ZC3A"
1.49541893712598,-0.591107167809479,10.6,"ZC3A"
2.38633427282341,-0.690521359295329,10.7,"ZC3A"
1.18809870269864,-1.0276924857905,10.8,"ZC3A"
1.06155875044775,-0.801808746437396,10.9,"ZC3A"
1.00466852337539,-0.794154278435153,11,"ZC3A"
0.816554968025486,-0.102626741103502,11.1,"ZC3A"
0.817857841142492,-0.165930844450803,11.2,"ZC3A"
1.05810985700751,-0.866155253888762,11.3,"ZC3A"
0.942334160210003,-0.406561699331312,11.4,"ZC3A"
1.72361587663049,-1.15784750270913,11.5,"ZC3A"
1.70942188802571,-1.05192227447263,11.6,"ZC3A"
1.50365853449327,-0.737378939706279,11.7,"ZC3A"
1.34989351953752,-0.232419311273232,11.8,"ZC3A"
1.60500209079108,-0.638761374811815,11.9,"ZC3A"
1.03062493421005,-0.435824568931375,12,"ZC3A"
1.52995489929278,-0.697338946685655,12.1,"ZC3A"
1.59494246636363,-0.748994898850365,12.2,"ZC3A"
2.74754020563669,-0.303054126883842,12.3,"ZC3A"
0.96664385930228,-0.067724031737583,12.4,"ZC3A"
0.963380462916064,-0.0444545639711922,12.5,"ZC3A"
1.50130849731314,-0.369066819982498,12.6,"ZC3A"
0.84884262094827,-0.126772768859325,12.8,"ZC3A"
0.762029814440616,-0.858199953270562,13.2,"ZC3A"
1.33047165227889,-1.10442925006442,13.3,"ZC3A"
1.30515381075273,-0.107574625058123,13.4,"ZC3A"
1.72574068975409,-0.402298023237708,13.5,"ZC3A"
