"Depth","S","Cl","K","Ca","Fe","Cu","Br","Sr","Facies"
15.34,-1.63755094766964,1.10597364162623,-1.79517989187322,1.76711264196901,-0.0449201535519158,-1.51976791201325,0.168001843690756,1.95633077782202,"ZC2A"
15.36,-1.78327379636967,1.08281561829949,-1.52441216245338,1.66092502128568,-0.054034684122945,-1.6162197117065,0.21943395107878,2.01476576398853,"ZC2A"
15.38,-1.79410058690372,1.13180790526923,-1.4281663175522,1.41730554870447,-0.00234111767566941,-1.35060808320632,0.158432102912082,1.86767054845213,"ZC2A"
15.4,-1.2865335441707,1.21697829344833,-1.72057202472292,1.52320847932535,-0.151050719694267,-1.50616215337747,0.282669056071497,1.64146261312019,"ZC2A"
15.42,-1.42119682351735,1.21676100076449,-1.33290421637167,1.57530438509952,-0.386097940571566,-1.45244936702145,0.27088396352031,1.52969899809772,"ZC2A"
15.44,-1.246760092785,1.54410324969826,-1.40639023837688,1.86493206186386,-0.00104768228629816,-3.05504886396426,0.542263396624181,1.75794816922614,"ZC2A"
15.46,-1.53011427511468,1.37585842322396,-2.36491197273766,1.76362395423272,0.0089821479611707,-1.37327180362172,0.36606186826649,1.75377165778971,"ZC2A"
15.48,-1.4607014601375,1.25996720492392,-1.52629874262331,1.47450539302864,0.0831391698107902,-1.79717369675871,0.210294345296037,1.75626778646012,"ZC2A"
15.5,-1.00206368389456,1.24025049830483,-1.83686138151754,1.5541392621241,-0.240552760525229,-1.34801466447032,0.0515249233995902,1.58157780657912,"ZC2A"
15.52,-0.960071166509353,1.23374625250525,-1.78383852948636,1.95880210151903,-0.38025267125641,-1.78383852948636,0.0496727344219146,1.6657798082923,"ZC2A"
15.54,-0.970563179507872,1.24522957055722,-2.29836133394615,2.27212329405405,-0.537373523384853,-1.75181762757808,0.0828668863670045,1.95789591343869,"ZC2A"
15.56,-0.894550050687397,1.09668322576896,-1.759547488174,2.03640975623725,-0.606867978235617,-1.57030548853547,-0.028629678202192,1.72680770182846,"ZC2A"
15.58,-1.37315392274095,1.32024400157439,-1.3029496640677,1.75041172232292,-0.305313292739596,-2.20243327762548,0.108450618183264,2.00474381509315,"ZC2A"
15.6,-1.58447479563801,1.30589696225816,-1.71800618826253,1.55553818080447,-0.302384212048117,-1.1652163653975,0.0332619196107904,1.87538449867274,"ZC2A"
15.62,-1.16814534614529,1.31337720565847,-1.60100942844157,1.75762833880179,-0.488603817641122,-1.88869150089335,0.211369327989223,1.86407522067184,"ZC2A"
15.64,-0.968881541592484,1.22834303574374,-1.64261063629533,1.79632707334968,-0.603421768098019,-1.49950979265465,-0.0604648661492347,1.75021849569631,"ZC2A"
15.66,-1.30224651494485,1.24470460639407,-1.87279137341246,1.82629225087571,-0.552746397833774,-1.37746993618244,0.0204750421574275,2.01378232294632,"ZC2A"
15.68,-0.733630503788887,1.13580200375739,-1.77252355775537,2.08820615328522,-0.681184028416344,-1.91228550013053,-0.0520888693492492,1.92770430239778,"ZC2A"
15.7,-0.856825188914755,1.27544149214669,-2.52453200947283,2.04914750942389,-0.366972688529044,-1.42591972080472,-0.0997292837545366,1.94938988990531,"ZC2A"
15.72,-0.720407991185803,1.2088351053843,-1.90528062413832,1.93504314820513,-0.295842711704219,-2.42515608342423,0.226804651026939,1.9760045058362,"ZC2A"
15.74,-1.20190418888833,1.16237447311106,-1.53837642550954,1.72738298525751,-0.120759593260608,-2.07997370794228,0.190862686737181,1.860393770495,"ZC2A"
15.76,-1.19826109355561,1.31440969383519,-1.71813655284152,1.67163213299701,-0.141034021050357,-2.06833898227464,0.346998593187077,1.79273022970285,"ZC2A"
15.78,-1.21270226950121,1.30880695926433,-1.46589816588182,1.7142720673725,-0.071164936116069,-2.40794139385839,0.258682765589519,1.87594497313115,"ZC2A"
15.8,-1.28138333548631,1.16378298565218,-1.48205403094846,1.66850896326145,-0.399442083626789,-1.59983706660484,0.0951230192674211,1.83530154848535,"ZC2A"
15.82,-1.40263173342311,1.25204152913837,-1.69597954341057,1.76048051692663,-0.423923371980525,-1.50987726377671,0.0332595688361487,1.98663029768977,"ZC2A"
15.84,-0.915602673266241,1.24699522676041,-1.6361488280143,1.97476908462992,-0.326815508030539,-2.2578370445921,0.0984522273738052,1.81618751513904,"ZC2A"
15.86,-0.958927273736416,1.18173289037132,-1.66222682576038,2.17832209841338,-0.188071108849154,-2.41855290794186,0.0699703823163329,1.79775274518677,"ZC2A"
15.88,-0.976444512990032,1.00303000490037,-1.91964269778411,2.05833827543583,-0.516446525861617,-1.46972582710511,0.0550694421749082,1.76582184122976,"ZC2A"
15.9,-0.964762528267447,1.21415490162442,-2.02336948232186,2.34272203658233,-0.345723319861223,-2.25389314093369,0.113230473197927,1.91764105997954,"ZC2A"
15.92,-0.765841654170578,1.33403192632646,-1.4868976228476,2.23034922980191,-0.28670554136157,-3.37774799471989,0.383452120973677,1.96935953599758,"ZC2A"
15.94,-0.91225903220746,1.11817493036568,-1.63183946983556,2.18194048770362,-0.348923463169505,-2.39909462254923,0.12355235522162,1.86844881447083,"ZC2A"
15.96,-1.03307854718305,1.09369436920255,-2.3222091598493,2.19433218013498,-0.536641660869163,-1.35536614881231,0.108801721733572,1.85046724564271,"ZC2A"
15.98,-0.96909418447925,1.19197485125969,-1.78260504728907,2.17310097231576,-0.567071420562058,-1.90621900325625,0.156638410408054,1.70327542160312,"ZC2A"
16,-0.973016677984119,0.916381260807852,-1.85156708187543,1.82191668676054,-0.087978489614068,-1.26584014993632,-0.0444933776743292,1.48459782951587,"ZC2A"
16.02,-1.14162446153377,1.05013860577692,-1.98240764089978,1.81614121409637,0.280774904228233,-1.48993115580199,-0.100170586705613,1.56707912083964,"ZC2A"
16.04,-1.19314249552191,1.13701592437624,-1.68269072084061,1.84830301669704,-0.3321144423228,-1.5210493692842,0.106140488608355,1.63753759828788,"ZC2A"
16.06,-1.03917821424891,1.23965769853347,-1.65385377936736,1.66614718952712,-0.230518146567118,-1.96058404678983,0.201854414460971,1.77647488445166,"ZC2A"
16.08,-1.70329844712216,1.31045233193451,-1.297833339014,1.24472262542678,-0.261741407327224,-1.5171961674883,0.395834307447854,1.82906009614255,"ZC2A"
16.1,-1.75810754695241,1.46830735508896,-1.38004141303236,1.21438376256213,-0.0858217308586466,-1.87251789813015,0.533607873804731,1.88018959751775,"ZC2A"
16.12,-1.23989268912982,1.24692783684046,-1.79377780235626,1.77123766453529,-0.312173261432043,-1.42913468876835,0.0993341611320838,1.65747877917863,"ZC2A"
16.14,-1.25293027084402,1.24754089548509,-1.22967340867975,1.66324937100802,-0.223310853662859,-1.95791190905097,0.0696095754505105,1.68342660029397,"ZC2A"
16.16,-0.965742608726328,1.64049228174799,-0.979535930858663,2.02449514551002,0.052065647526486,-4.56305486931477,0.524541465917611,2.26673886819765,"ZC2A"
16.18,-1.47971130692885,1.2750104134825,-1.49651842524523,1.99018260601954,-0.231721617186143,-2.20676003916448,0.119676269651745,2.02984209937093,"ZC2A"
16.2,-1.52421316136455,1.1881288918192,-1.38866766936832,1.32593379522111,-0.13389464994493,-1.40285230436028,0.113843556375207,1.82172154162256,"ZC2A"
16.22,-1.40291652667165,1.31017146846051,-1.66074563597375,1.73389434514224,-0.0995098253575317,-2.12683536589835,0.121161536811289,2.12478000348725,"ZC2A"
16.24,-1.61364014654021,1.42706549265651,-1.53667910540408,1.71927839436865,-0.136591422151855,-2.26756661394687,0.147660115203137,2.26047328581472,"ZC2A"
16.26,-0.99297462409375,1.28384271715139,-1.92251058271793,1.91478887651428,-0.435868247763753,-1.92251058271793,0.0546521098414926,2.02058033378619,"ZC2A"
16.28,-0.955922991695803,1.12259900968935,-1.80813486688544,2.29136877814669,-0.709522578217326,-1.70969479407218,-0.209095661672234,1.97840310470693,"ZC2A"
16.3,-1.0890345827461,1.14058149038136,-1.58151106784389,2.15073260115348,-0.409873644160894,-2.08228635575638,-0.161694014685359,2.03308557365779,"ZC2A"
16.32,-1.23468186992775,1.07426591685413,-1.61909356883808,2.08989483819857,-0.715381619170782,-1.55846894702164,0.0770952700046781,1.88636997990087,"ZC2A"
16.34,-1.92401447906423,1.27585839867835,-1.78681335755075,1.84671600148002,-0.00363763201408496,-1.98463910088067,0.381507473603122,2.19502269574824,"ZC2A"
16.36,-1.6053646600199,1.11613633880644,-1.38222110870569,1.34399639635197,-0.412389609903501,-1.11028739322204,0.119074645108712,1.931055391584,"ZC2A"
16.38,-1.51377858623192,1.25319739910291,-2.00489913891857,1.83271566167327,-0.173293761143319,-1.60759734144957,0.175931628641969,2.03772413832524,"ZC2A"
16.4,-1.05894251481035,1.07919314615586,-1.62885705494635,1.69450934207114,-0.349534813378624,-1.87397951297933,0.200821649144002,1.93678975874364,"ZC2A"
16.42,-1.11637260438583,1.11223061190892,-1.70088594394298,1.63916584688861,-0.321971690120715,-1.60290553558278,0.0834934179874493,1.90724589724733,"ZC2A"
16.44,-1.08907163142845,1.063520791887,-1.66443577633201,1.98022637545762,-0.243050095400853,-2.04637038702998,0.0840737091022246,1.91510701374446,"ZC2A"
16.46,-0.776885594466903,0.883410735200689,-1.81523869161682,2.02515639468637,-0.274793650669666,-1.90704624086994,0.0792462456310608,1.7861508021052,"ZC2A"
16.48,-1.0604521532302,0.855716026626374,-1.5459599690119,1.8616979796532,-0.277448643548395,-1.81529290279549,0.0772712655545335,1.90446839675188,"ZC2A"
16.5,-1.17166582998185,1.10306230850923,-1.53939061010716,1.90072218780467,-0.18126712595397,-2.38668847049437,0.336067877997538,1.93915966222591,"ZC2A"
16.52,-1.05260491336896,1.02345253032663,-1.89093410377341,2.00216089176922,-0.186186011534982,-1.83030948195697,0.0871896652655612,1.84723142327291,"ZC2A"
16.54,-1.11066912254107,1.09621736570688,-1.60226338437918,2.07904782010691,-0.215969023259286,-2.00772849248734,-0.0652255017536423,1.82659033860673,"ZC2A"
16.56,-0.891956269335247,1.12294675120702,-1.52953359874038,2.14676707316669,-0.340537248604003,-1.98345109023449,-0.153426082927484,1.6291904654679,"ZC2A"
16.58,-1.03027978786421,1.12621268663234,-1.62195750825929,2.18976040740529,-0.299032761071993,-2.40691223807236,0.093892997783436,1.9483162034468,"ZC2A"
16.6,-0.610248744075891,1.08079674955033,-1.73925850992837,2.23312764522686,-0.316596504637607,-2.26250665369292,-0.255971882821172,1.87065790037876,"ZC2A"
16.62,-0.896635970837706,1.08839588637106,-1.86849655386667,1.92055138920267,-0.113104728809491,-2.05081811066063,0.133626740029194,1.78648134857158,"ZC2A"
16.64,-1.18692215223607,1.15901338163159,-1.33686229952698,1.60136547954682,-0.0190357376845539,-2.22416549452789,0.0819846646306552,1.92462215816643,"ZC2A"
16.66,-1.48947821829115,1.21411763246168,-1.7336751788032,1.63581925961748,0.0329483171533167,-1.7336751788032,0.193829542709402,1.88011382395567,"ZC2A"
16.68,-1.26247713008354,1.22007934235951,-1.53617296056058,1.60893671406801,0.0431874966362449,-2.43411455376654,0.37474034645764,1.98582074488924,"ZC2A"
16.7,-1.70063053848388,1.04972204230902,-1.49995984302173,1.26120018339443,0.118527904932289,-1.21227777056995,0.182503204427261,1.80091481701256,"ZC2A"
16.72,-1.317292021873,1.10223186865215,-1.64368860650547,1.68788914087893,0.0562633134694639,-1.99786042022608,0.185377915135397,1.92707881046861,"ZC2A"
16.74,-1.41103695682701,1.10056641992924,-1.64396851450738,1.43583365565152,0.236622168427291,-1.74750919344822,0.108788796917406,1.92070362385716,"ZC2A"
16.76,-1.54693432325435,1.09536450028508,-1.92992657551046,1.49107343344788,0.184989354363041,-1.41910095174446,0.132707847853,1.99182671456027,"ZC2A"
16.78,-1.50781556907098,1.12491929480479,-1.53766853222066,1.74118999724925,0.0747951011299773,-1.96612315855352,0.167079560017765,1.90362330664337,"ZC2A"
16.8,-1.45181159288774,0.93580374929088,-1.65945095766599,1.51539259705171,0.745412984448478,-1.92181522213348,-0.0107923320786042,1.84726077397474,"ZC2A"
16.82,-1.22896379170126,1.01634159446949,-1.81469072364037,1.66312470481396,0.363841720683699,-1.83338285665252,-0.0353537744108699,1.86908312643787,"ZC2A"
16.84,-1.61293239256289,1.08193607183725,-1.7262610778699,1.76538620671433,-0.120831186833335,-1.49514935690651,0.0654983913581584,2.04235334426289,"ZC2A"
16.86,-1.56352430400707,1.12244481401989,-1.63498326798921,1.51806926015332,0.0143873547802609,-1.46508423119381,0.0036537991371522,2.00503657509947,"ZC2A"
16.88,-1.81177399506033,1.18962401602934,-1.64471991039716,1.77363709154782,-0.115324705636596,-1.57061193824344,0.0388259741906619,2.1403434675697,"ZC2A"
16.9,-1.60527221065009,1.22285723836885,-1.5548413570232,1.75066325799642,-0.132325732468991,-1.77389492308588,-0.0309256180272618,2.12373934489016,"ZC2A"
16.92,-1.37334293321713,1.17030636444832,-1.6033593638191,1.66332091789377,-0.0954578706044261,-1.81365477265546,0.0662974086080514,1.98589024934599,"ZC2A"
16.94,-1.17458418427475,1.27011027001276,-1.78976982336499,2.03013789315535,-0.296865727186838,-2.30059544713098,0.0665281670006392,2.19503885178881,"ZC2A"
16.96,-0.917483597997943,1.51335583051978,-0.930728824747964,2.13266209727984,0.0796592305053066,-4.55506975772433,0.228246613647236,2.44935840851807,"ZC2A"
16.98,-1.14042965091529,1.17262674194605,-1.68697335728336,1.87420184921525,-0.272665959935792,-2.3801205378433,0.312662191128119,2.12069872368832,"ZC2A"
17,-1.0125176837044,1.21679520818332,-1.82073419404913,2.05452361755437,-0.206430091963859,-2.35625243040549,0.0751655344315196,2.04945003995367,"ZC2A"
17.02,-1.76486960931711,1.24899004882944,-1.3675678118481,1.7736122758314,-0.0188561618772543,-2.25956585115321,0.317616074743959,2.07064103479087,"ZC2A"
17.04,-1.74853649537973,1.21366099708769,-1.60970005052552,1.63332623457497,0.178968226132866,-1.88511203038548,0.281848889310909,1.9355442291843,"ZC2A"
17.06,-1.49283603700928,1.11574074063189,-1.5525552717109,1.83053036000821,-0.132231162004698,-1.75665062805441,0.0781924273099518,1.90980957082924,"ZC2A"
17.08,-1.35372048454898,1.23900843701963,-1.7877589651012,1.81608344632682,-0.123338918249746,-1.97881420186391,0.224241295783104,1.96429939063427,"ZC2A"
17.1,-1.55040981891821,1.21366821365366,-1.4848125364324,1.59388856246452,-0.0482174368377055,-1.79930586633483,0.180195227156516,1.89499365524844,"ZC2A"
17.12,-1.81212417573944,1.22655029210156,-1.52955720395443,1.43650856925109,-0.0727326920287018,-1.41348503270168,0.190458360414783,1.97438188265682,"ZC2A"
17.14,-2.55164275931582,1.30169124976365,-1.38849194951013,1.88806298694474,0.00945302882973154,-1.55839098630553,0.156407441786395,2.14291098780696,"ZC2A"
